FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,Cause Of Death,Location Of Death,official_name
S92000003,w/c 2020-05-18,Count,Deaths,30,Male,75-84 years,COVID-19 related,All,Scotland
S92000003,2020,Count,Deaths,32344,All,All,All causes,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,192,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,71,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,529,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,635,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,79,Male,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,45,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,349,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,510,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,175,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,181,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,328,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,129,Male,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,24,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,228,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,406,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,195,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,222,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,641,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2019-12-30,Count,Deaths,81,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,4,Male,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,115,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,104,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,23,All,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,122,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,309,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,20,Female,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,231,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,4,All,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,251,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,378,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,152,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,182,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-03-09,Count,Deaths,168,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,171,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,0,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-03-09,Count,Deaths,225,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,159,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,230,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,49,Male,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,206,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,2,Female,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,30,Male,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,91,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,437,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,6,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,471,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,241,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,4,Male,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,19,Male,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,333,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,43,Female,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,214,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,97,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,67,All,65-74 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,86,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,89,Female,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,211,All,65-74 years,All causes,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,57,Male,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,300,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,143,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,93,Female,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,151,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-01-06,Count,Deaths,208,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,105,Female,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,171,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,164,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,341,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,155,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,158,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,20,Female,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,0,Female,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,360,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,0,All,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,9,Female,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,15,Male,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,17,All,All,COVID-19 related,Home / Non-institution,Scotland
S92000003,w/c 2020-02-17,Count,Deaths,354,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,24,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2019-12-30,Count,Deaths,177,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,171,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,1162,All,All,All causes,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,368,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,542,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,343,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,188,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,199,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,158,Male,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,0,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,25,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,283,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,578,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,222,All,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,66,Female,75-84 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,479,All,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,191,Female,75-84 years,All causes,All,Scotland
S92000003,w/c 2020-03-09,Count,Deaths,610,Male,All,All causes,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,725,Male,All,All causes,All,Scotland
S92000003,w/c 2020-01-06,Count,Deaths,750,Male,All,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,507,Male,All,All causes,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,616,Male,All,All causes,All,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,651,Male,All,All causes,All,Scotland
S92000003,2020,Count,Deaths,16105,Male,All,All causes,All,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,580,Male,All,All causes,All,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,618,Male,All,All causes,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,585,Male,All,All causes,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,636,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,501,Male,All,All causes,All,Scotland
S92000003,w/c 2020-01-06,Count,Deaths,817,Female,All,All causes,All,Scotland
S92000003,2020,Count,Deaths,16239,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,36,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,590,Male,All,All causes,All,Scotland
S92000003,w/c 2019-12-30,Count,Deaths,545,Male,All,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,690,Male,All,All causes,All,Scotland
S92000003,w/c 2020-02-17,Count,Deaths,566,Male,All,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,978,Male,All,All causes,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,578,Female,All,All causes,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,279,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,123,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-02-17,Count,Deaths,337,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,577,Female,All,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,69,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,961,Female,All,All causes,All,Scotland
S92000003,2020,Count,Deaths,9797,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,854,Female,All,All causes,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,333,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,544,Female,All,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,516,Female,All,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,310,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,1051,Male,All,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,525,Female,All,All causes,All,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,362,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,350,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,627,Female,All,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,44,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,266,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,261,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,610,All,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,285,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,689,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,1421,All,All,All causes,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,1226,All,All,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,1435,All,All,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,131,All,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,1,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2019-12-30,Count,Deaths,306,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,0,Male,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,389,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,638,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,440,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-03-09,Count,Deaths,258,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,274,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,432,All,All,All causes,Hospital,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,1,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,155,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,5,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,907,Male,All,All causes,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,600,Male,All,All causes,All,Scotland
S92000003,2020,Count,Deaths,2031,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,181,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,26,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,262,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,608,Male,All,All causes,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,599,Male,All,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,1093,All,All,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,1032,All,All,All causes,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,2,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,234,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,36,All,All,COVID-19 related,Home / Non-institution,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,230,All,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,348,Male,All,COVID-19 related,All,Scotland
S92000003,2020,Count,Deaths,4070,All,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,0,Female,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,Other institution,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,70,All,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-01-20,Count,Deaths,3,All,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,62,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,294,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,2,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,0,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-01-06,Count,Deaths,8,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,0,Male,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,0,Female,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,875,Male,All,All causes,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,825,Male,All,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,577,Male,All,All causes,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,247,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,194,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,155,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,107,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,340,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,1196,All,All,All causes,All,Scotland
S92000003,w/c 2020-05-25,Count,Deaths,551,Male,All,All causes,All,Scotland
S92000003,w/c 2020-02-17,Count,Deaths,1162,All,All,All causes,All,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,0,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,7,All,All,COVID-19 related,Home / Non-institution,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,0,Male,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,1,Male,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,0,Male,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,1916,All,All,All causes,All,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,0,Female,1-14 years,All causes,All,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,659,All,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,0,All,1-14 years,COVID-19 related,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,6,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,4,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-02-24,Count,Deaths,4,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-04-27,Count,Deaths,6,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,6,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,1,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-02-10,Count,Deaths,2,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-03-23,Count,Deaths,1,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,7,All,All,All causes,Other institution,Scotland
S92000003,w/c 2019-12-30,Count,Deaths,616,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-16,Count,Deaths,5,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,221,Female,All,COVID-19 related,All,Scotland
S92000003,2020,Count,Deaths,2039,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,927,Female,All,All causes,All,Scotland
S92000003,w/c 2020-02-17,Count,Deaths,596,Female,All,All causes,All,Scotland
S92000003,w/c 2020-02-03,Count,Deaths,616,Female,All,All causes,All,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,46,Female,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,580,Female,All,All causes,All,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,938,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-30,Count,Deaths,837,Female,All,All causes,All,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,366,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-05-11,Count,Deaths,696,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,347,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-04-06,Count,Deaths,600,All,All,All causes,Home / Non-institution,Scotland
S92000003,w/c 2020-01-13,Count,Deaths,671,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-09,Count,Deaths,588,Female,All,All causes,All,Scotland
S92000003,w/c 2020-05-04,Count,Deaths,745,Female,All,All causes,All,Scotland
S92000003,w/c 2020-03-02,Count,Deaths,623,Female,All,All causes,All,Scotland
S92000003,w/c 2020-01-27,Count,Deaths,6,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-06-01,Count,Deaths,263,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-05-18,Count,Deaths,4,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,681,All,All,All causes,Care Home,Scotland
S92000003,w/c 2020-04-13,Count,Deaths,4,All,All,All causes,Other institution,Scotland
S92000003,w/c 2020-04-20,Count,Deaths,313,Male,All,COVID-19 related,All,Scotland
S92000003,w/c 2020-06-08,Count,Deaths,26,Male,All,COVID-19 related,All,Scotland
