Generated by http://statistics.gov.scot,2020-08-13T13:48:30+00:00
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites
Reference Period,2017
Business Estimates,Sites
Industry Sector (SIC 07),Accommodation and Food Services (Section I)
Number Of Employees,All employees
Measure (cell values): ,Count(Sites)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S02000253,Dean and New Farm Loch North,0
http://statistics.gov.scot/id/statistical-geography/S02000389,"Dean, West End and West Coates",205
http://statistics.gov.scot/id/statistical-geography/S02001221,Deans,5
http://statistics.gov.scot/id/statistical-geography/S02001229,Dechmont,5
http://statistics.gov.scot/id/statistical-geography/S02001211,Dedridge,5
http://statistics.gov.scot/id/statistical-geography/S02000093,Deer and Mormond,10
http://statistics.gov.scot/id/statistical-geography/S02000046,Denmore,15
http://statistics.gov.scot/id/statistical-geography/S02000650,Dennistoun,10
http://statistics.gov.scot/id/statistical-geography/S02000659,Dennistoun North and Alexandra Parade,20
http://statistics.gov.scot/id/statistical-geography/S02000752,Dingwall,25
http://statistics.gov.scot/id/statistical-geography/S02000203,Docks and Wellgate,25
http://statistics.gov.scot/id/statistical-geography/S02000161,Dollar and Muckhart,10
http://statistics.gov.scot/id/statistical-geography/S02000231,Doon Valley North,0
http://statistics.gov.scot/id/statistical-geography/S02000230,Doon Valley South,10
http://statistics.gov.scot/id/statistical-geography/S02000451,Douglas,5
http://statistics.gov.scot/id/statistical-geography/S02000218,Douglas East,0
http://statistics.gov.scot/id/statistical-geography/S02000222,Douglas West,5
http://statistics.gov.scot/id/statistical-geography/S02001082,"Douglas, Coalburn and Rigside",10
http://statistics.gov.scot/id/statistical-geography/S02000681,Dowanhill,25
http://statistics.gov.scot/id/statistical-geography/S02000227,Downfield,5
http://statistics.gov.scot/id/statistical-geography/S02000834,Dreghorn,10
http://statistics.gov.scot/id/statistical-geography/S02000233,Drongan,5
http://statistics.gov.scot/id/statistical-geography/S02000715,Drumchapel North,0
http://statistics.gov.scot/id/statistical-geography/S02000712,Drumchapel South,10
http://statistics.gov.scot/id/statistical-geography/S02000917,Drumgelloch,10
http://statistics.gov.scot/id/statistical-geography/S02000660,Drumoyne and Shieldhall,10
http://statistics.gov.scot/id/statistical-geography/S02000716,Drumry East,5
http://statistics.gov.scot/id/statistical-geography/S02000714,Drumry West,5
http://statistics.gov.scot/id/statistical-geography/S02000411,Drylaw,10
http://statistics.gov.scot/id/statistical-geography/S02000384,Duddingston,5
http://statistics.gov.scot/id/statistical-geography/S02000184,Dumfries East,20
http://statistics.gov.scot/id/statistical-geography/S02000180,Dumfries South,15
http://statistics.gov.scot/id/statistical-geography/S02000183,Dumfries West,5
http://statistics.gov.scot/id/statistical-geography/S02001181,Dunblane East,10
http://statistics.gov.scot/id/statistical-geography/S02001180,Dunblane West,10
http://statistics.gov.scot/id/statistical-geography/S02001080,"Dundonald, Loans and Symington",15
http://statistics.gov.scot/id/statistical-geography/S02000909,Dundyvan,10
http://statistics.gov.scot/id/statistical-geography/S02000061,"Dunecht, Durris and Drumoak",10
http://statistics.gov.scot/id/statistical-geography/S02000497,Dunfermline Abbeyview North,10
http://statistics.gov.scot/id/statistical-geography/S02000494,Dunfermline Abbeyview South,0
http://statistics.gov.scot/id/statistical-geography/S02000504,Dunfermline Baldridgeburn,10
http://statistics.gov.scot/id/statistical-geography/S02000509,Dunfermline Bellyeoman,0
http://statistics.gov.scot/id/statistical-geography/S02000496,Dunfermline Brucefield,10
http://statistics.gov.scot/id/statistical-geography/S02000499,Dunfermline Central,50
http://statistics.gov.scot/id/statistical-geography/S02000493,Dunfermline East and Pitcorthie East,10
http://statistics.gov.scot/id/statistical-geography/S02000503,Dunfermline Garvock Hill,0
http://statistics.gov.scot/id/statistical-geography/S02000505,Dunfermline Headwell,0
http://statistics.gov.scot/id/statistical-geography/S02000510,Dunfermline Milesmark and Wellwood,0
http://statistics.gov.scot/id/statistical-geography/S02000492,Dunfermline Pitcorthie West,5
http://statistics.gov.scot/id/statistical-geography/S02000502,Dunfermline Touch and Woodmill,0
http://statistics.gov.scot/id/statistical-geography/S02000513,Dunfermline Townhill and Kingseat,5
http://statistics.gov.scot/id/statistical-geography/S02000479,Dunipace,5
http://statistics.gov.scot/id/statistical-geography/S02000135,Dunoon,25
http://statistics.gov.scot/id/statistical-geography/S02001046,Duns,10
http://statistics.gov.scot/id/statistical-geography/S02000328,"Dunterlie, East Arthurlie and Dovecothall",30
http://statistics.gov.scot/id/statistical-geography/S02000073,Durno-Chapel of Garioch,5
http://statistics.gov.scot/id/statistical-geography/S02000047,Dyce,70
http://statistics.gov.scot/id/statistical-geography/S02000528,Dysart,10
http://statistics.gov.scot/id/statistical-geography/S02000310,Eaglesham and Waterfoot,5
http://statistics.gov.scot/id/statistical-geography/S02000244,Earlston and Hurlford Rural,10
http://statistics.gov.scot/id/statistical-geography/S02001044,"Earlston, Lauder and Stow area",20
http://statistics.gov.scot/id/statistical-geography/S02001128,Earnock,5
http://statistics.gov.scot/id/statistical-geography/S02000056,East Cairngorms,35
http://statistics.gov.scot/id/statistical-geography/S02001213,East Calder,0
http://statistics.gov.scot/id/statistical-geography/S02000284,East Clober and Mains Estate,5
http://statistics.gov.scot/id/statistical-geography/S02000388,East Craigs,15
http://statistics.gov.scot/id/statistical-geography/S02000945,East Kirkwall,10
http://statistics.gov.scot/id/statistical-geography/S02000943,East Mainland,10
http://statistics.gov.scot/id/statistical-geography/S02001130,East Mains,30
http://statistics.gov.scot/id/statistical-geography/S02000424,East Trinity and Bonnyhaugh,10
http://statistics.gov.scot/id/statistical-geography/S02001054,East and West Mainland,5
http://statistics.gov.scot/id/statistical-geography/S02000653,Easterhouse East,5
http://statistics.gov.scot/id/statistical-geography/S02000801,Easthouses,5
http://statistics.gov.scot/id/statistical-geography/S02001115,Eddlewood,0
http://statistics.gov.scot/id/statistical-geography/S02000999,Elderslie and Phoenix,15
http://statistics.gov.scot/id/statistical-geography/S02000824,Elgin Bishopmill East and Ladyhill,30
http://statistics.gov.scot/id/statistical-geography/S02000825,Elgin Bishopmill West and Newfield,0
http://statistics.gov.scot/id/statistical-geography/S02000823,Elgin Cathedral to Ashgrove and Pinefield,30
http://statistics.gov.scot/id/statistical-geography/S02000822,Elgin Central West,20
http://statistics.gov.scot/id/statistical-geography/S02001220,Eliburn,5
http://statistics.gov.scot/id/statistical-geography/S02000564,"Elie, Colinsburgh and Largoward",15
http://statistics.gov.scot/id/statistical-geography/S02000076,Ellon East,25
http://statistics.gov.scot/id/statistical-geography/S02000077,Ellon West,5
http://statistics.gov.scot/id/statistical-geography/S02000970,Errol and Inchture,5
http://statistics.gov.scot/id/statistical-geography/S02001018,Erskine Central,5
http://statistics.gov.scot/id/statistical-geography/S02001017,Erskine East and Inchinnan,0
http://statistics.gov.scot/id/statistical-geography/S02001019,Erskine West,5
http://statistics.gov.scot/id/statistical-geography/S02000804,Eskbank,15
http://statistics.gov.scot/id/statistical-geography/S02001028,"Ettrick, Yarrow and Yair",15
http://statistics.gov.scot/id/statistical-geography/S02001049,Eyemouth,15
http://statistics.gov.scot/id/statistical-geography/S02001122,Fairhill,0
http://statistics.gov.scot/id/statistical-geography/S02000860,Fairlie and Rural,15
http://statistics.gov.scot/id/statistical-geography/S02000335,Fairmilehead,5
http://statistics.gov.scot/id/statistical-geography/S02000219,Fairmuir,20
http://statistics.gov.scot/id/statistical-geography/S02000452,Falkirk Town Centre and Callendar Park,55
http://statistics.gov.scot/id/statistical-geography/S02000567,Falkland and Freuchie,10
http://statistics.gov.scot/id/statistical-geography/S02001170,Fallin,5
http://statistics.gov.scot/id/statistical-geography/S02000895,Fallside,20
http://statistics.gov.scot/id/statistical-geography/S02000473,"Fankerton, Stoneywood and Denny Town",10
http://statistics.gov.scot/id/statistical-geography/S02001162,Farme Cross and Gallowflat North,15
http://statistics.gov.scot/id/statistical-geography/S02001204,Fauldhouse,5
http://statistics.gov.scot/id/statistical-geography/S02001146,Fernhill and Cathkin,0
http://statistics.gov.scot/id/statistical-geography/S02000343,"Ferniehill,  South Moredun and Craigour",5
http://statistics.gov.scot/id/statistical-geography/S02000016,Ferryhill North,10
http://statistics.gov.scot/id/statistical-geography/S02000010,Ferryhill South,10
http://statistics.gov.scot/id/statistical-geography/S02000053,"Fetteresso, Netherley and Catter",10
http://statistics.gov.scot/id/statistical-geography/S02000815,"Findhorn, Kinloss and Pluscarden Valley",15
http://statistics.gov.scot/id/statistical-geography/S02000661,Finnieston and Kelvinhaugh,105
http://statistics.gov.scot/id/statistical-geography/S02000229,Fintry,5
http://statistics.gov.scot/id/statistical-geography/S02000675,Firhill,10
http://statistics.gov.scot/id/statistical-geography/S02000158,"Fishcross, Devon Village and Coalsnaughton",0
http://statistics.gov.scot/id/statistical-geography/S02000173,Fleet,30
http://statistics.gov.scot/id/statistical-geography/S02000813,"Fochabers, Aultmore, Clochan and Ordiquish",10
http://statistics.gov.scot/id/statistical-geography/S02000119,Forfar Central,25
http://statistics.gov.scot/id/statistical-geography/S02000120,Forfar East,10
http://statistics.gov.scot/id/statistical-geography/S02000118,Forfar West,5
http://statistics.gov.scot/id/statistical-geography/S02000886,Forgewood,5
http://statistics.gov.scot/id/statistical-geography/S02000817,Forres Central East and seaward,25
http://statistics.gov.scot/id/statistical-geography/S02000814,Forres South West and Mannachie,5
http://statistics.gov.scot/id/statistical-geography/S02000366,Forrester Park and Broomhall,5
http://statistics.gov.scot/id/statistical-geography/S02000719,Fort William North,10
http://statistics.gov.scot/id/statistical-geography/S02000717,Fort William South,55
http://statistics.gov.scot/id/statistical-geography/S02001113,"Forth, Braehead and Auchengray",5
http://statistics.gov.scot/id/statistical-geography/S02001173,Forthside,20
http://statistics.gov.scot/id/statistical-geography/S02000103,Fraserburgh Central-Academy,5
http://statistics.gov.scot/id/statistical-geography/S02000104,Fraserburgh Harbour and Broadsea,30
http://statistics.gov.scot/id/statistical-geography/S02000102,Fraserburgh Lochpots,5
http://statistics.gov.scot/id/statistical-geography/S02000101,Fraserburgh Smiddyhill,0
http://statistics.gov.scot/id/statistical-geography/S02000122,Friockheim,15
http://statistics.gov.scot/id/statistical-geography/S02000029,"Froghall, Powis and Sunnybank",5
http://statistics.gov.scot/id/statistical-geography/S02000081,Fyvie-Rothie,5
http://statistics.gov.scot/id/statistical-geography/S02001038,Galashiels North,20
http://statistics.gov.scot/id/statistical-geography/S02001035,Galashiels South,15
http://statistics.gov.scot/id/statistical-geography/S02001037,Galashiels West,10
http://statistics.gov.scot/id/statistical-geography/S02000647,Gallowgate North and Bellgrove,10
http://statistics.gov.scot/id/statistical-geography/S02000242,Galston,15
http://statistics.gov.scot/id/statistical-geography/S02000961,Gannochy and Walnut Grove,10
http://statistics.gov.scot/id/statistical-geography/S02000096,Gardenstown and King Edward,10
http://statistics.gov.scot/id/statistical-geography/S02000143,Garelochhead,15
http://statistics.gov.scot/id/statistical-geography/S02000062,Garlogie and Elrick,5
http://statistics.gov.scot/id/statistical-geography/S02000645,Garrowhill East and Swinton,5
http://statistics.gov.scot/id/statistical-geography/S02000636,Garrowhill West,10
http://statistics.gov.scot/id/statistical-geography/S02000924,Gartcosh and Marnock,10
http://statistics.gov.scot/id/statistical-geography/S02000674,"Garthamlock, Auchinlea and Gartloch",15
http://statistics.gov.scot/id/statistical-geography/S02000008,Garthdee,10
http://statistics.gov.scot/id/statistical-geography/S02000912,Gartlea,5
http://statistics.gov.scot/id/statistical-geography/S02000024,George Street,45
http://statistics.gov.scot/id/statistical-geography/S02000181,Georgetown,0
http://statistics.gov.scot/id/statistical-geography/S02001059,Girvan Ailsa,20
http://statistics.gov.scot/id/statistical-geography/S02001058,Girvan Glendoune,0
http://statistics.gov.scot/id/statistical-geography/S02000668,Glasgow Harbour and  Partick South,20
http://statistics.gov.scot/id/statistical-geography/S02001098,"Glassford, Quarter and Allanton",10
http://statistics.gov.scot/id/statistical-geography/S02000954,"Glenfarg, Dunning and Rhynd",10
http://statistics.gov.scot/id/statistical-geography/S02000922,Glenmavis and Greengairs,5
http://statistics.gov.scot/id/statistical-geography/S02000549,Glenrothes Auchmuty,0
http://statistics.gov.scot/id/statistical-geography/S02000559,"Glenrothes Balfarg, Pitcairn and Coul",5
http://statistics.gov.scot/id/statistical-geography/S02000561,Glenrothes Balgeddie,5
http://statistics.gov.scot/id/statistical-geography/S02000556,Glenrothes Cadham and Pitcoudie,5
http://statistics.gov.scot/id/statistical-geography/S02000548,Glenrothes Caskieberran and Rimbleton,0
http://statistics.gov.scot/id/statistical-geography/S02000560,Glenrothes Collydean,0
http://statistics.gov.scot/id/statistical-geography/S02000553,Glenrothes Macedonia and Tanshall,5
http://statistics.gov.scot/id/statistical-geography/S02000544,Glenrothes Pitteuchar,5
http://statistics.gov.scot/id/statistical-geography/S02000554,Glenrothes South Parks,20
http://statistics.gov.scot/id/statistical-geography/S02000542,Glenrothes Stenton and Finglassie,10
http://statistics.gov.scot/id/statistical-geography/S02000545,Glenrothes Woodside,10
http://statistics.gov.scot/id/statistical-geography/S02000588,Glenwood North,5
http://statistics.gov.scot/id/statistical-geography/S02000585,Glenwood South,0
http://statistics.gov.scot/id/statistical-geography/S02000628,Gorbals and Hutchesontown,10
http://statistics.gov.scot/id/statistical-geography/S02000793,Gorebridge and Middleton,5
http://statistics.gov.scot/id/statistical-geography/S02000377,Gorgie East,5
http://statistics.gov.scot/id/statistical-geography/S02000373,Gorgie West,15
http://statistics.gov.scot/id/statistical-geography/S02000785,"Gourock Central, Upper East and IRH",15
