Generated by http://statistics.gov.scot,2020-07-25T09:15:09+00:00
http://statistics.gov.scot/data/dwellings-type,Dwellings by Type
measure type,Ratio
Reference Period,2017
Measure (cell values): ,Ratio(Percent Of Dwellings)

,,http://statistics.gov.scot/def/concept/type-of-dwelling/detached,http://statistics.gov.scot/def/concept/type-of-dwelling/flats,http://statistics.gov.scot/def/concept/type-of-dwelling/semi-detached,http://statistics.gov.scot/def/concept/type-of-dwelling/terraced,http://statistics.gov.scot/def/concept/type-of-dwelling/unknown
http://statistics.gov.scot/id/statistical-geography/S13003086,Erskine and Inchinnan,22.1,13,20.6,43.4,1
http://statistics.gov.scot/id/statistical-geography/S13002941,Falkirk North,7.7,54,18,17.4,2.9
http://statistics.gov.scot/id/statistical-geography/S13002942,Falkirk South,18.7,36.6,16.5,23.7,4.6
http://statistics.gov.scot/id/statistical-geography/S13002825,Fauldhouse and the Breich Valley,19.9,24.9,24,31.1,0.1
http://statistics.gov.scot/id/statistical-geography/S13003027,Fochabers Lhanbryde,49.9,7.1,28.3,14.7,0
http://statistics.gov.scot/id/statistical-geography/S13002869,Forfar and District,25.5,28.4,17.4,27.9,0.7
http://statistics.gov.scot/id/statistical-geography/S13003031,Forres,38.8,14.6,27.5,19.1,0
http://statistics.gov.scot/id/statistical-geography/S13003010,Fort William and Ardnamurchan,36.9,18.5,19.4,17.6,7.6
http://statistics.gov.scot/id/statistical-geography/S13002922,Forth,1.9,79.5,7.9,10.7,0
http://statistics.gov.scot/id/statistical-geography/S13003116,Forth and Endrick,50.8,12.3,20.1,12.4,4.4
http://statistics.gov.scot/id/statistical-geography/S13003054,Fortissat,17.2,26.1,23.6,32.8,0.3
http://statistics.gov.scot/id/statistical-geography/S13002927,Fountainbridge/Craiglockhart,10.2,79.8,4,6,0
http://statistics.gov.scot/id/statistical-geography/S13002850,Fraserburgh and District,31.1,20.4,28.5,19.9,0
http://statistics.gov.scot/id/statistical-geography/S13002763,Galashiels and District,16.5,49.6,15,17.9,1
http://statistics.gov.scot/id/statistical-geography/S13002979,Garscadden/Scotstounhill,1.8,67,13,18,0.2
http://statistics.gov.scot/id/statistical-geography/S13003047,"Gartcosh, Glenboig and Moodiesburn",28.6,18.9,24,28.5,0
http://statistics.gov.scot/id/statistical-geography/S13002842,George St/Harbour,1.2,96,1,1.7,0
http://statistics.gov.scot/id/statistical-geography/S13002916,Giffnock and Thornliebank,18.3,28.5,40.9,12.2,0.1
http://statistics.gov.scot/id/statistical-geography/S13003094,Girvan and South Carrick,24.2,17.8,18.5,39.3,0.2
http://statistics.gov.scot/id/statistical-geography/S13002959,Glenrothes Central and Thornton,11.7,18.1,12.6,57.2,0.3
http://statistics.gov.scot/id/statistical-geography/S13002958,"Glenrothes North, Leslie and Markinch",33.6,16.9,17.5,31.9,0.1
http://statistics.gov.scot/id/statistical-geography/S13003129,Glenrothes West and Kinglassie,12.7,11.9,12.8,62.6,0
http://statistics.gov.scot/id/statistical-geography/S13002971,Govan,0.6,82.1,4.9,11.8,0.6
http://statistics.gov.scot/id/statistical-geography/S13002937,Grangemouth,5.1,52.3,13.5,28.1,1
http://statistics.gov.scot/id/statistical-geography/S13002969,Greater Pollok,18.2,33.3,30.3,17.9,0.2
http://statistics.gov.scot/id/statistical-geography/S13002912,Haddington and Lammermuir,26,16.6,29.5,27.9,0.1
http://statistics.gov.scot/id/statistical-geography/S13003111,Hamilton North and East,10.5,53,19.9,15.9,0.7
http://statistics.gov.scot/id/statistical-geography/S13003113,Hamilton South,17.7,34.2,26.2,21.8,0.1
http://statistics.gov.scot/id/statistical-geography/S13003112,Hamilton West and Earnock,22.6,25.4,29.5,22.4,0
http://statistics.gov.scot/id/statistical-geography/S13002770,Hawick and Denholm,20.4,29.1,24.3,25.7,0.5
http://statistics.gov.scot/id/statistical-geography/S13002771,Hawick and Hermitage,15.9,56.2,12.8,14.4,0.6
http://statistics.gov.scot/id/statistical-geography/S13002844,Hazlehead/Queens Cross/Countesswells,16.4,49.7,22.1,11.8,0
http://statistics.gov.scot/id/statistical-geography/S13003028,Heldon and Laich,39.5,10.5,31.8,18.3,0
http://statistics.gov.scot/id/statistical-geography/S13002525,Helensburgh Central,25.4,56.7,8.9,8,1
http://statistics.gov.scot/id/statistical-geography/S13002526,Helensburgh and Lomond South,38.5,14.3,25.1,21.8,0.4
http://statistics.gov.scot/id/statistical-geography/S13003066,Highland,46.9,15.4,24.3,11.5,1.8
http://statistics.gov.scot/id/statistical-geography/S13002977,Hillhead,0.3,95.9,0.4,3.2,0.2
http://statistics.gov.scot/id/statistical-geography/S13002839,Hilton/Woodside/Stockethill,3,76.7,8.3,11.9,0
http://statistics.gov.scot/id/statistical-geography/S13003084,"Houston, Crosslee and Linwood",28.9,23.6,14.9,32.2,0.4
http://statistics.gov.scot/id/statistical-geography/S13002960,Howe of Fife and Tay Coast,35,16.6,24.7,23.5,0.1
http://statistics.gov.scot/id/statistical-geography/S13002861,"Huntly, Strathbogie and Howe of Alford",55.2,10.7,22.6,11.4,0
http://statistics.gov.scot/id/statistical-geography/S13003013,Inverclyde Central,5.4,54,19.2,21.4,0
http://statistics.gov.scot/id/statistical-geography/S13003011,Inverclyde East,21.1,25.3,22.4,31.1,0.1
http://statistics.gov.scot/id/statistical-geography/S13003012,Inverclyde East Central,4.1,49.9,12.4,33.6,0
http://statistics.gov.scot/id/statistical-geography/S13003014,Inverclyde North,4.6,82.3,8.8,4,0.3
http://statistics.gov.scot/id/statistical-geography/S13003017,Inverclyde South,4.6,40,30.2,25.2,0.1
http://statistics.gov.scot/id/statistical-geography/S13003016,Inverclyde South West,28.2,13.4,25.7,32.5,0.2
http://statistics.gov.scot/id/statistical-geography/S13003015,Inverclyde West,17.8,55.6,17.5,8.2,0.9
http://statistics.gov.scot/id/statistical-geography/S13002950,Inverkeithing and Dalgety Bay,36.8,21.2,19.1,22.9,0
http://statistics.gov.scot/id/statistical-geography/S13002923,Inverleith,8.9,73.1,8.6,9.3,0.1
http://statistics.gov.scot/id/statistical-geography/S13003003,Inverness Central,8.9,41.5,18.7,27.6,3.2
http://statistics.gov.scot/id/statistical-geography/S13003005,Inverness Millburn,18.3,23.2,27,29.6,1.8
http://statistics.gov.scot/id/statistical-geography/S13003004,Inverness Ness-side,36.7,21.1,27,15.1,0.3
http://statistics.gov.scot/id/statistical-geography/S13003008,Inverness South,51.5,14.7,24,8.4,1.4
http://statistics.gov.scot/id/statistical-geography/S13003002,Inverness West,18.6,31.9,32.3,15.5,1.7
http://statistics.gov.scot/id/statistical-geography/S13002858,Inverurie and District,34.1,24.9,28.5,12.5,0
http://statistics.gov.scot/id/statistical-geography/S13003033,Irvine East,25,5.5,14.9,53.8,0.8
http://statistics.gov.scot/id/statistical-geography/S13003041,Irvine South,13.2,27.7,15.8,43.4,0
http://statistics.gov.scot/id/statistical-geography/S13002897,Irvine Valley,19.7,31.1,26.5,22.6,0
http://statistics.gov.scot/id/statistical-geography/S13003032,Irvine West,5.8,28.7,18.1,46.8,0.6
http://statistics.gov.scot/id/statistical-geography/S13002523,Isle of Bute,11.6,65.8,12.8,9.7,0.2
http://statistics.gov.scot/id/statistical-geography/S13002769,Jedburgh and District,31.9,20.2,24.5,22.2,1.3
http://statistics.gov.scot/id/statistical-geography/S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",16.5,46.2,21.4,15.1,0.7
http://statistics.gov.scot/id/statistical-geography/S13003082,Johnstone South and Elderslie,12.7,30.4,22.6,34.1,0.2
http://statistics.gov.scot/id/statistical-geography/S13003025,Keith and Cullen,39.1,6.8,31.9,22.3,0
http://statistics.gov.scot/id/statistical-geography/S13002768,Kelso and District,26,21.5,26.5,25.1,0.9
http://statistics.gov.scot/id/statistical-geography/S13003038,Kilbirnie and Beith,15.1,21.9,26.1,36.5,0.3
http://statistics.gov.scot/id/statistical-geography/S13002895,Kilmarnock East and Hurlford,12.3,22.9,24.8,40,0
http://statistics.gov.scot/id/statistical-geography/S13002893,Kilmarnock North,30.5,13.1,34.1,22.3,0
http://statistics.gov.scot/id/statistical-geography/S13002896,Kilmarnock South,3.5,28,43.4,25.1,0
http://statistics.gov.scot/id/statistical-geography/S13002894,Kilmarnock West and Crosshouse,21.1,42.5,25.5,10.7,0.2
http://statistics.gov.scot/id/statistical-geography/S13003125,Kilpatrick,10.7,53.7,19.6,16,0.1
http://statistics.gov.scot/id/statistical-geography/S13003042,Kilsyth,21.4,41.4,16.1,21,0.1
http://statistics.gov.scot/id/statistical-geography/S13003034,Kilwinning,23.4,18.8,25.3,31.4,1.2
http://statistics.gov.scot/id/statistical-geography/S13002847,Kincorth/Nigg/Cove,16.7,25.9,20.3,37.1,0
http://statistics.gov.scot/id/statistical-geography/S13002837,Kingswells/Sheddocksley/Summerhill,20.7,25.5,14.9,38.9,0
http://statistics.gov.scot/id/statistical-geography/S13003132,Kinross-shire,57.4,8.7,21.6,11.3,0.9
http://statistics.gov.scot/id/statistical-geography/S13002517,Kintyre and the Islands,38,13.3,27.9,20.3,0.6
http://statistics.gov.scot/id/statistical-geography/S13002955,Kirkcaldy Central,6.9,59,19.1,14.4,0.6
http://statistics.gov.scot/id/statistical-geography/S13002956,Kirkcaldy East,5.9,60.5,14.1,19.4,0.1
http://statistics.gov.scot/id/statistical-geography/S13002954,Kirkcaldy North,24.3,12.8,21.7,41.1,0
http://statistics.gov.scot/id/statistical-geography/S13002907,Kirkintilloch East and North and Twechar,18.1,30,23.8,28,0
http://statistics.gov.scot/id/statistical-geography/S13002732,Kirkwall East,37.3,14.3,28.1,20.2,0
http://statistics.gov.scot/id/statistical-geography/S13002733,Kirkwall West and Orphir,42.4,11.4,26.9,19.2,0.1
http://statistics.gov.scot/id/statistical-geography/S13002867,Kirriemuir and Dean,45.4,16.2,20.4,17.1,0.9
http://statistics.gov.scot/id/statistical-geography/S13003092,Kyle,31.2,12,25.5,31.2,0.1
http://statistics.gov.scot/id/statistical-geography/S13002973,Langside,0.3,83.8,4.7,11.1,0.2
http://statistics.gov.scot/id/statistical-geography/S13003114,Larkhall,19.3,15.3,22,42.9,0.6
http://statistics.gov.scot/id/statistical-geography/S13002765,Leaderdale and Melrose,37.2,15.6,22,23.5,1.7
http://statistics.gov.scot/id/statistical-geography/S13002931,Leith,0.5,91.5,2,6.1,0
http://statistics.gov.scot/id/statistical-geography/S13002930,Leith Walk,0.2,94,0.4,5.5,0
http://statistics.gov.scot/id/statistical-geography/S13002906,Lenzie and Kirkintilloch South,28.3,25,36.5,10.2,0
http://statistics.gov.scot/id/statistical-geography/S13002777,Lerwick North,15.6,38.1,36.8,9.5,0
http://statistics.gov.scot/id/statistical-geography/S13002778,Lerwick South,36.7,12.8,31.4,19.1,0
http://statistics.gov.scot/id/statistical-geography/S13003123,Leven,10.5,40.9,20.4,27.5,0.7
http://statistics.gov.scot/id/statistical-geography/S13002965,"Leven, Kennoway and Largo",25,26.6,26.6,21.6,0.1
http://statistics.gov.scot/id/statistical-geography/S13002934,Liberton/Gilmerton,13.5,35.9,21.9,28.7,0
http://statistics.gov.scot/id/statistical-geography/S13002820,Linlithgow,36.3,26.6,21.8,15.3,0
http://statistics.gov.scot/id/statistical-geography/S13002967,Linn,5.9,63.5,15.2,15,0.3
http://statistics.gov.scot/id/statistical-geography/S13002822,Livingston North,28.6,15.9,14.2,41.4,0
http://statistics.gov.scot/id/statistical-geography/S13002823,Livingston South,26,13.2,8.5,52.3,0.1
http://statistics.gov.scot/id/statistical-geography/S13002607,Loch a Tuath,76.8,0,15.8,2.9,4.6
http://statistics.gov.scot/id/statistical-geography/S13002887,Lochar,37.7,7.1,31.8,22.5,0.9
http://statistics.gov.scot/id/statistical-geography/S13002546,Lochee,7.3,49.4,20.8,22.1,0.4
http://statistics.gov.scot/id/statistical-geography/S13003130,"Lochgelly, Cardenden and Benarty",13.1,23.7,28.7,34.4,0.1
http://statistics.gov.scot/id/statistical-geography/S13003122,Lomond,12,34.5,27.4,25.5,0.5
http://statistics.gov.scot/id/statistical-geography/S13002524,Lomond North,40.3,20.3,14,22.3,3.1
http://statistics.gov.scot/id/statistical-geography/S13002943,Lower Braes,22.7,18.8,30.3,19,9.2
http://statistics.gov.scot/id/statistical-geography/S13002843,Lower Deeside,46.2,22.4,21.4,10,0
http://statistics.gov.scot/id/statistical-geography/S13002549,Maryfield,5,79.1,6.6,8.3,1
http://statistics.gov.scot/id/statistical-geography/S13002981,Maryhill,4.1,78.3,7.2,10.5,0
http://statistics.gov.scot/id/statistical-geography/S13003093,"Maybole, North Carrick and Coylton",33.4,17.4,24,25.1,0.2
http://statistics.gov.scot/id/statistical-geography/S13002866,Mearns,50.8,8.2,28,13,0
http://statistics.gov.scot/id/statistical-geography/S13002518,Mid Argyll,38.7,17.7,24.2,18.3,1.1
http://statistics.gov.scot/id/statistical-geography/S13002766,Mid Berwickshire,32.7,13.6,26.7,25.3,1.7
http://statistics.gov.scot/id/statistical-geography/S13002855,Mid Formartine,60.9,4.3,28.1,6.7,0
http://statistics.gov.scot/id/statistical-geography/S13002881,Mid Galloway and Wigtown West,39.6,7.3,27.1,25.6,0.6
http://statistics.gov.scot/id/statistical-geography/S13002886,Mid and Upper Nithsdale,29.3,5.2,33.8,31.6,0.2
http://statistics.gov.scot/id/statistical-geography/S13003022,Midlothian East,23.2,18.2,21.7,36.9,0
http://statistics.gov.scot/id/statistical-geography/S13003023,Midlothian South,19.6,27.9,24,28.5,0
http://statistics.gov.scot/id/statistical-geography/S13003021,Midlothian West,25.7,22.3,31.1,20.5,0.4
http://statistics.gov.scot/id/statistical-geography/S13002841,Midstocket/Rosemount,2.8,82.9,6.4,7.9,0
http://statistics.gov.scot/id/statistical-geography/S13002901,Milngavie,31.4,23.1,29.4,16,0.1
http://statistics.gov.scot/id/statistical-geography/S13002870,Monifieth and Sidlaw,51,12.5,25,10.7,0.8
http://statistics.gov.scot/id/statistical-geography/S13002874,Montrose and District,23.4,37.9,14.3,23.3,1
http://statistics.gov.scot/id/statistical-geography/S13002928,Morningside,8,78.8,5.2,8,0
http://statistics.gov.scot/id/statistical-geography/S13003057,Mossend and Holytown,6.9,37.5,24.6,30.8,0.1
http://statistics.gov.scot/id/statistical-geography/S13003059,Motherwell North,17.5,31.1,21.8,29.6,0.1
http://statistics.gov.scot/id/statistical-geography/S13003060,Motherwell South East and Ravenscraig,13.8,55,12.7,18.3,0.1
http://statistics.gov.scot/id/statistical-geography/S13003058,Motherwell West,12.9,37.7,26.9,22.4,0
http://statistics.gov.scot/id/statistical-geography/S13003061,Murdostoun,18,20.1,28.9,33,0.1
http://statistics.gov.scot/id/statistical-geography/S13002908,Musselburgh,7.9,52.1,17.2,22.6,0.1
http://statistics.gov.scot/id/statistical-geography/S13002602,Na Hearadh agus Ceann a Deas nan Loch,73.5,0.6,13.2,6.3,6.4
http://statistics.gov.scot/id/statistical-geography/S13003007,Nairn and Cawdor,41.1,10.4,27.3,13.5,7.7
http://statistics.gov.scot/id/statistical-geography/S13002968,Newlands/Auldburn,5,70,10.8,14,0.2
http://statistics.gov.scot/id/statistical-geography/S13002915,Newton Mearns North and Neilston,37.4,22.2,26.5,13.4,0.5
http://statistics.gov.scot/id/statistical-geography/S13002918,Newton Mearns South and Eaglesham,47.8,20.2,18.7,13.2,0.2
http://statistics.gov.scot/id/statistical-geography/S13002888,Nith,26.2,33.6,26.8,13.2,0.2
http://statistics.gov.scot/id/statistical-geography/S13002911,North Berwick Coastal,35.3,28.2,18.4,18.1,0
http://statistics.gov.scot/id/statistical-geography/S13003039,North Coast and Cumbraes,25,50.6,12.4,11.8,0.1
http://statistics.gov.scot/id/statistical-geography/S13002830,North East,9.8,26.2,27.9,36.1,0.1
http://statistics.gov.scot/id/statistical-geography/S13003133,North East,7.3,49.5,19.9,22.7,0.6
http://statistics.gov.scot/id/statistical-geography/S13002737,North Isles,82.8,1,13.7,2,0.4
http://statistics.gov.scot/id/statistical-geography/S13002772,North Isles,72.9,1.2,21.1,4.8,0
http://statistics.gov.scot/id/statistical-geography/S13002864,North Kincardine,49.3,3.7,34,12.9,0
http://statistics.gov.scot/id/statistical-geography/S13002885,North West Dumfries,17,29.7,21.7,31.5,0.1
http://statistics.gov.scot/id/statistical-geography/S13002990,"North, West and Central Sutherland",65.8,1.8,23.7,5.2,3.5
http://statistics.gov.scot/id/statistical-geography/S13002838,Northfield/Mastrick North,0.4,30.8,18.3,50.4,0
http://statistics.gov.scot/id/statistical-geography/S13002520,Oban North and Lorn,49.5,13,21.3,14.9,1.3
http://statistics.gov.scot/id/statistical-geography/S13002519,Oban South and the Isles,35.8,35,20,8,1.2
http://statistics.gov.scot/id/statistical-geography/S13003079,Paisley East and Central,10.1,52.6,15.5,21.5,0.2
http://statistics.gov.scot/id/statistical-geography/S13003077,Paisley Northeast and Ralston,7.2,63.3,24.3,5,0.1
http://statistics.gov.scot/id/statistical-geography/S13003078,Paisley Northwest,4.4,69.8,10.1,15.3,0.3
http://statistics.gov.scot/id/statistical-geography/S13003080,Paisley Southeast,18.8,49.3,15.4,16.3,0.2
http://statistics.gov.scot/id/statistical-geography/S13003081,Paisley Southwest,15.9,32.9,22,29.2,0.1
http://statistics.gov.scot/id/statistical-geography/S13002989,Partick East/Kelvindale,1.8,88.4,5.4,4.3,0.1
http://statistics.gov.scot/id/statistical-geography/S13003018,Penicuik,16.9,20.9,28,34.1,0
http://statistics.gov.scot/id/statistical-geography/S13002920,Pentland Hills,19.1,45.4,21.7,13.6,0.2
http://statistics.gov.scot/id/statistical-geography/S13003074,Perth City Centre,8.5,64.3,9.7,16.3,1.3
http://statistics.gov.scot/id/statistical-geography/S13003073,Perth City North,13.1,37.5,16.9,32.4,0.1
http://statistics.gov.scot/id/statistical-geography/S13003072,Perth City South,31.6,32.8,28.3,6.6,0.7
http://statistics.gov.scot/id/statistical-geography/S13002852,Peterhead North and Rattray,26.9,32.4,29.3,11.4,0
http://statistics.gov.scot/id/statistical-geography/S13002853,Peterhead South and Cruden,28,14.8,36.3,20.8,0
http://statistics.gov.scot/id/statistical-geography/S13002972,Pollokshields,6.7,79.4,7.2,6.4,0.3
http://statistics.gov.scot/id/statistical-geography/S13002935,Portobello/Craigmillar,13.6,50.3,11.4,24.4,0.3
http://statistics.gov.scot/id/statistical-geography/S13002909,"Preston, Seton and Gosford",20.7,19.8,25.8,33.6,0.1
http://statistics.gov.scot/id/statistical-geography/S13003088,Prestwick,22.7,20.9,35.3,20.9,0.1
http://statistics.gov.scot/id/statistical-geography/S13003075,Renfrew North and Braehead,10.6,50.5,20.1,18.8,0
http://statistics.gov.scot/id/statistical-geography/S13003076,Renfrew South and Gallowhill,3.5,60.2,13.1,23.1,0.1
http://statistics.gov.scot/id/statistical-geography/S13002949,Rosyth,14.5,19,14,52.3,0.2
http://statistics.gov.scot/id/statistical-geography/S13003106,Rutherglen Central and North,2.8,71.6,15.3,9.6,0.8
http://statistics.gov.scot/id/statistical-geography/S13003105,Rutherglen South,10.4,38.7,24.7,26.2,0
http://statistics.gov.scot/id/statistical-geography/S13003040,Saltcoats,16.6,25.6,28.7,28.9,0.1
http://statistics.gov.scot/id/statistical-geography/S13002764,Selkirkshire,28.1,25.5,20.9,24.2,1.4
http://statistics.gov.scot/id/statistical-geography/S13002603,Sgir'Uige agus Ceann a Tuath nan Loch,79.6,0.4,10.4,2.3,7.3
http://statistics.gov.scot/id/statistical-geography/S13002604,Sgire an Rubha,81.9,0.1,11.2,1.7,5.1
http://statistics.gov.scot/id/statistical-geography/S13002775,Shetland Central,59.6,9,28.7,2.7,0
http://statistics.gov.scot/id/statistical-geography/S13002773,Shetland North,67.9,1.1,29.7,1.3,0
http://statistics.gov.scot/id/statistical-geography/S13002776,Shetland South,82,0.6,16.1,1.2,0
http://statistics.gov.scot/id/statistical-geography/S13002774,Shetland West,83.4,0.8,14.5,1.3,0
http://statistics.gov.scot/id/statistical-geography/S13002985,Shettleston,6.8,60.5,19.5,12.3,1
http://statistics.gov.scot/id/statistical-geography/S13002925,Sighthill/Gorgie,1,86.6,5.2,7.3,0
http://statistics.gov.scot/id/statistical-geography/S13002516,South Kintyre,18.3,41.1,20.1,20.3,0.2
http://statistics.gov.scot/id/statistical-geography/S13002974,Southside Central,0.4,93.5,1.2,4.7,0.2
http://statistics.gov.scot/id/statistical-geography/S13002933,Southside/Newington,5.2,81.3,6.5,6.9,0.1
http://statistics.gov.scot/id/statistical-geography/S13003024,Speyside Glenlivet,49.7,5.9,28.1,16.4,0
http://statistics.gov.scot/id/statistical-geography/S13002983,Springburn/Robroyston,8.4,63.6,16.1,11.9,0.1
